president,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
Joe Biden,Which Medicare policy expansion increased access to care via remote visits during the pandemic?,20,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"Which major federal stimulus act did Joe Biden support in 2009 to boost job creation and invest in infrastructure, energy, and science?",20,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,What happened to the TPP after the 2016 U.S. election and 2017 inauguration?,20,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,In what year did Harris take office as a United States Senator?,20,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,Which state did Biden represent as a U.S. Senator?,20,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which law is described as the first major federal gun-safety legislation enacted in decades?,20,16,16,random,A<|eot_id|>,A,A,1
Joe Biden,"Which debate is noted for a heated exchange over Hunter Biden’s foreign business dealings, with the moderator listing questions and Biden defending his family?",20,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,What platform did volunteers typically use to track voter contacts in Biden's 2020 ground game?,20,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,"Which unit traditionally serves as the ceremonial guard in presidential inaugurations, including Biden's parade?",20,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,In which state did Biden primarily practice law before his Senate career?,20,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"What border crossing connects Buffalo, New York to Fort Erie, Ontario and is a major conduit for U.S.-Canada trade?",20,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which water infrastructure focus is emphasized in the IIJA?,20,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,Which focus area is emphasized for accelerating job growth through training and apprenticeships in Biden-era policy?,20,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"In the Obama-Biden administration, U.S. combat operations in Iraq were officially ended in August of which year?",20,16,16,random,C<|eot_id|>,C,D,0
Joe Biden,"In bilateral talks, Biden and Trudeau emphasized cooperation on which two areas of policy?",20,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which policy approach did Biden say would guide U.S. counterterrorism after withdrawal?,20,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"Under Biden's 2021 international travel rules, what were inbound travelers required to provide before boarding a flight to the U.S.?",20,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Does Biden's policy in Syria seek regime change in Damascus?,20,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Who was the banker at the center of the Lincoln Savings & Loan bailout surrounding the Keating Five?,20,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,Which of the following best describes the typical use of Camp David during Biden's visits?,20,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,The Biden public health agenda includes expanding NIH-led research on long COVID; which agency leads this effort?,20,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which issue did Biden emphasize in broad terms in early campaign messaging?,20,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which Security Council resolution in 2013 authorized the destruction of Syria's chemical weapons program?,40,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,In which city did Ann Dunham pass away?,40,16,16,random,A<|eot_id|>,A,D,0
Barack Obama,Barack Obama’s drug policy is often described as which approach that emphasizes treatment and prevention in addition to enforcement?,40,16,16,random,izzare Koree T T T T T T T,,D,0
Barack Obama,How many electoral votes did Barack Obama win in the 2008 election?,40,16,16,random,A<|eot_id|>,A,C,0
Barack Obama,"Under Obama, the U.S. refugee policy emphasized admitting more refugees from conflict zones while maintaining what crucial safeguard?",40,16,16,random,A<|eot_id|>,A,C,0
Barack Obama,Which of the following was a key area where Obama’s Senate voting record in 2005–2008 aligned with Democratic leadership?,40,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,Which UN Security Council resolution endorsed the Iran nuclear deal (JCPOA) in 2015?,40,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,"In a debate moment about wealth and taxes, Obama argued for higher taxes on the wealthiest to fund reforms.",40,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,Which slogan is widely recognized as a chant used during the 2008 campaign?,40,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,Who created the 2008 'Yes We Can' music video?,40,16,16,random,A<|eot_id|>,A,D,0
Barack Obama,"In 2008, Obama lost Indiana. Which of these states voted for McCain in 2008?",40,16,16,random,A<|eot_id|>,A,D,0
Barack Obama,In what year did the Obamas buy their Kenwood home?,40,16,16,random,A<|eot_id|>,A,D,0
Barack Obama,Who chaired the CEA from 2013 to 2017?,40,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,The day of Obama's birth is which number?,40,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,Obama established which initiative to support Historically Black Colleges and Universities?,40,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,"In the South China Sea, what specific action did the United States conduct during Obama's presidency to challenge China’s maritime claims?",40,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,Which actress publicly endorsed Obama in 2008 and supported campaigns through endorsements?,40,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,In what year did Obama publicly articulate the 'pivot to Asia' policy?,40,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,Which U.S. Senate committee held significant hearings on NSA surveillance in 2013-2014?,40,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,Which pairing of vacation spot and location is correct?,40,16,16,random,A<|eot_id|>,A,C,0
Barack Obama,Barack Obama's Punahou graduation year falls in which decade?,40,16,16,random,A<|eot_id|>,A,C,0
Barack Obama,Which opponent was the 2004 Democratic vice presidential nominee?,40,16,16,random,e<|eot_id|>,,D,0
Barack Obama,What action did the Senate take on Garland's nomination?,40,16,16,random,A<|eot_id|>,A,C,0
Barack Obama,Which advisory council provides independent advice to the EPA on environmental justice issues?,40,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,"The Chicago Annenberg Challenge, associated with Obama's early civic work, focused on reform in which sector?",40,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which policy action by the Trump administration affected air emissions oversight at power plants and raised EJ concerns about pollution exposure?,40,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Critics argued that the Trump era reduced funding for which advisory body focused on environmental justice under the Obama era?,40,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,The Baghdadi raid was part of which broader U.S. campaign against ISIS?,40,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,What is the correct chronological order of Trump's undergraduate education?,40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,What resource did Trump say the U.S. should protect in Syria as part of its interests?,40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,"Before becoming First Lady, Melania Trump's main career was:",40,16,16,random,onte<|eot_id|>,,D,0
Donald Trump,The Fraternal Order of Police is best known for representing which group that endorsed Trump in 2016?,40,16,16,random,A<|eot_id|>,A,D,0
Donald Trump,Trump's upbringing is often described as being in a family with which of the following?,40,16,16,random,A<|eot_id|>,A,D,0
Donald Trump,"In 2017, the Trump administration tightened travel restrictions toward which Caribbean nation?",40,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Which company manufactured the Air Force One aircraft used during Trump's presidency?,40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,"In 2018, did Donald Trump's endorsements lead to uniform success among his party's House candidates?",40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,Which condiment did Trump reportedly request with his steak?,40,16,16,random,izzare Koree Koree Koree Koree Kore,,C,0
Donald Trump,Stephen Miller's title in the Trump White House was?,40,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which major trade deals did Trump criticize in the announcement?,40,16,16,random,izzare T T T T T T T T T,,C,0
Donald Trump,Which official announced the 'Clean Network' initiative in 2020?,40,16,16,random,A<|eot_id|>,A,D,0
Donald Trump,At which school did Trump complete his high school education in 1964?,40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,Be Best includes a focus on addressing which public health problem among youth?,40,16,16,random,A<|eot_id|>,A,C,0
Donald Trump,Were all official inaugural balls invitation-only?,40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,The oath of office for Donald Trump at the ceremony was administered by which official?,40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,"What is the term for the policy of prosecuting all illegal border crossers and detaining family units, widely referred to in debates on Trump administration policies?",40,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Under which family company did Trump begin his first post-school career?,40,16,16,random,A<|eot_id|>,A,D,0
Donald Trump,What was the sign of real GDP growth in 2020?,40,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which site would you visit to find a lakefront estate that hosted presidential leisure?,40,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,Which state gave Donald Trump the most votes in the 2016 election?,40,16,16,random,A<|eot_id|>,A,D,0
Donald Trump,What was the Senate's verdict on Trump's first impeachment in February 2020?,40,16,16,random,e<|eot_id|>,,D,0
Joe Biden,Which actor known for political activism endorsed Joe Biden in 2020 and spoke at events?,40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,What was the final Senate vote tally on KBJ's confirmation?,40,16,16,random,A<|eot_id|>,A,A,1
Joe Biden,The president’s right to claim executive privilege is generally exercised to protect information that is:,40,16,16,random,A Koreeonteuee T Suonteue,A,D,0
Joe Biden,Which Medicare policy expansion increased access to care via remote visits during the pandemic?,40,16,16,random,izzareonteonteonteonteonteonteonteonteonte,,D,0
Joe Biden,"Which major federal stimulus act did Joe Biden support in 2009 to boost job creation and invest in infrastructure, energy, and science?",40,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,What happened to the TPP after the 2016 U.S. election and 2017 inauguration?,40,16,16,random,e<|eot_id|>,,B,0
Joe Biden,In what year did Harris take office as a United States Senator?,40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,Which state did Biden represent as a U.S. Senator?,40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,Which law is described as the first major federal gun-safety legislation enacted in decades?,40,16,16,random,A<|eot_id|>,A,A,1
Joe Biden,"Which debate is noted for a heated exchange over Hunter Biden’s foreign business dealings, with the moderator listing questions and Biden defending his family?",40,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,What platform did volunteers typically use to track voter contacts in Biden's 2020 ground game?,40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,"Which unit traditionally serves as the ceremonial guard in presidential inaugurations, including Biden's parade?",40,16,16,random,A<|eot_id|>,A,C,0
Joe Biden,In which state did Biden primarily practice law before his Senate career?,40,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,"What border crossing connects Buffalo, New York to Fort Erie, Ontario and is a major conduit for U.S.-Canada trade?",40,16,16,random,izzo<|eot_id|>,,D,0
Joe Biden,Which water infrastructure focus is emphasized in the IIJA?,40,16,16,random,A<|eot_id|>,A,C,0
Joe Biden,Which focus area is emphasized for accelerating job growth through training and apprenticeships in Biden-era policy?,40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,"In the Obama-Biden administration, U.S. combat operations in Iraq were officially ended in August of which year?",40,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,"In bilateral talks, Biden and Trudeau emphasized cooperation on which two areas of policy?",40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,Which policy approach did Biden say would guide U.S. counterterrorism after withdrawal?,40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,"Under Biden's 2021 international travel rules, what were inbound travelers required to provide before boarding a flight to the U.S.?",40,16,16,random,Aizzaree Tiah Su Tiah Su T,,D,0
Joe Biden,Does Biden's policy in Syria seek regime change in Damascus?,40,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,Who was the banker at the center of the Lincoln Savings & Loan bailout surrounding the Keating Five?,40,16,16,random,eerezonteonteonteonteonteonteonteonte,,C,0
Joe Biden,Which of the following best describes the typical use of Camp David during Biden's visits?,40,16,16,random,A<|eot_id|>,A,C,0
Joe Biden,The Biden public health agenda includes expanding NIH-led research on long COVID; which agency leads this effort?,40,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,Which issue did Biden emphasize in broad terms in early campaign messaging?,40,16,16,random,A<|eot_id|>,A,B,0
